ruudvannistelrooy0,E974-26TN-7LP3-CTQ8Y,-5829108168499258206,c59237204ea3fbc933437f0cd9520ebef3652e4ae9700055c0db0c0ea607476b
ruudvannistelrooy1,VXVK-9X22-93FP-BCGS9,-7790723507367839887,e6f00f0c5ff569fb9b8bd48e33d4d1884c41dd59e5611801bbce2eb3e79da972
ruudvannistelrooy2,WK4E-KJ6N-RH9J-CMAKJ,-6321625009772149684,279f683a801ee2ec57362e9f275ee148e2ac62b55819ea645ac1a36a209fa87d
ruudvannistelrooy3,54SZ-K5QN-GKNT-G9MQQ,-1487762889098818785,e485a3b2f96cf57223a28e3cf045835d20326d097a719094ceda32e77a275e63
ruudvannistelrooy4,TTE2-EKTL-P4SY-CWYTN,-6167718840673442432,44a6cdeaca0db3e781d617e0b9ea9fa64e5fc0085223087718289b2de98a0a3d
ruudvannistelrooy5,E3C6-TKLM-V26L-2DLTE,461139353095505220,4cea47a953d87eec37e788e1478071059555f76ecacf74f0780de2f720a66500
ruudvannistelrooy6,YRRW-SQR4-UEMD-B35EV,-7084054712194998532,d02d1b063ea1e62e03f21139682ced55a054c935b11fe5ba624651e9a8363a79
ruudvannistelrooy7,XXQD-U9NX-RRJ9-C9RBK,-6294088540445804853,9188a930d3c41cbe9cb2cb7cfb5ecb9a83a53bd9ff23606b0d29a76f0694e304
ruudvannistelrooy8,ZFRC-H5AT-BSKD-5FJNA,3770090650626668266,48fc9cbebd8222f6fba602f5e5bdd1d9d7080d741ccf7466f460d866a8c5a919
ruudvannistelrooy9,T4WK-6UYQ-PQS4-2B2R4,97963353886722961,5e70a1779a763384b358dcd6d12ebaf9736f14e615b07da232dd3bf06a9e4357
ruudvannistelrooy10,HHZD-DJS6-ZZT6-CY8VW,-5878078926096973845,36e5984e3ce3f7eb3bcd5e1a614ea20b3524be298f52773691c366d555a16300
ruudvannistelrooy11,PQ6Z-FG3W-3DNK-BQS9S,-7197009028486342497,84f17aa87f8078c33ca3d2ab1dfdf12d98e62e86dfe223891e7c2415d853ef57
ruudvannistelrooy12,GGWX-7L4X-UZWC-GL92G,-1801173577910240355,b3d9ffe376e754400e1b1c4858a02f3bf9d1de782e6a7338d39ceeb3eb958a2b
ruudvannistelrooy13,UZH5-HQUN-KTNY-5V8HV,4448671864894356963,ba0093b7ecb9b2e389a202b739b26c377ac3a1a94dac288f65407cef34d4a370
ruudvannistelrooy14,UJ9A-TEKX-4C98-7LBH7,5961977329769857256,42db593ead4dd8882b5ed063394a1accaf8f08fee57c1419ef8762900152776e
ruudvannistelrooy15,P87R-K2BS-PDEN-473GT,3222366799757220023,73cc1a349c366390fea99cca0c2bd6d481b7455646aea2286023123dde21c034
ruudvannistelrooy16,5WDT-DZC9-GFVL-9KPKA,8378579181913633145,e1d4714e39edb86367dec72c3537885c9dc3570228cffe2fbcaeedebad50fb63
ruudvannistelrooy17,PNNA-MQCA-YDSC-F8N24,-3385995958469078392,1678800c709515636369120759767be16a9e25f288a4b2d2e83d57362dac3e6b
ruudvannistelrooy18,74GX-WUNF-A8Y5-4X4DR,3146993484881365469,a97176468f13130960d48fcfa9fbc321e1b13e12b802d6a69cc8afd2d7dd596b
ruudvannistelrooy19,GLJ9-6NE8-YKHQ-HKST9,-871709151852017145,297abeb97bb24d423309deddf4b7643ea55b821b31baab15ac50f15555e6fa05
ruudvannistelrooy20,UQV4-QQHZ-DS8Q-DTMMP,-4985913916472337566,d216cbb836dcb907a8fa824443d9272979476ec6f14c07d5c236454ebbbb0d0c
